artistName	artistID	genre	img	popularity	numFollowers
The Rasmus	76ptJV8617638xrpeoUtzl	funk metal	https://i.scdn.co/image/ecd4bf2d8348d411158702b1ddcbe4b3af21ad84	61	200180
B J The Chicago Kid	07d5etnpjriczFBB8pxmRe	hip hop	https://i.scdn.co/image/54e909c481e719397690089bc8382db9211abd5c	67	200090
Travie Mc Coy	7o9Nl7K1Al6NNAHX6jn6iG	pop rap	https://i.scdn.co/image/db1a69dfba64f053deb550d971423400cd582841	65	198413
Sammy Davis Jr.	1NAWG3AngjBXyKbmPaz92D	adult standards	https://i.scdn.co/image/40bfea7e8fc4f48d00226174a1e9c0d0273a98d1	55	198269
A.R. Rahman	1mYsTxnqsietFxj1OgoGbG	desi	https://i.scdn.co/image/5bb34c7ecca1f85b1859f03244b7c9f327b2765b	64	197775
Antonín Dvořák	6n7nd5iceYpXVwcx8VPpxF	classical	https://i.scdn.co/image/f1cd0eea7fb3b75bfad16a10af1dc0dd0763efba	63	197166
Bing Crosby	6ZjFtWeHP9XN7FeKSUe80S	adult standards	https://i.scdn.co/image/bce578f0f9138f68d8868b1b7c0a2b11bffaab78	77	196728
Dan Fogelberg	0cA5Tg15TwARIRZeiNT1RO	adult standards	https://i.scdn.co/image/148ea3256748ffab57e4dae70ce1427e35a1f8a9	55	196289
Example	6Vh6UDWfu9PUSXSzAaB3CW	grime	https://i.scdn.co/image/6dfeb7ecf698d6859682d83653158666f976a441	63	195937
Blue October	1TJbmc7jTpw78GKCiMpvDh	alternative metal	https://i.scdn.co/image/912fddca2c77d7f7747dc0b11b265c9c72a1f8e9	61	195564
Anna Kendrick	6xfqnpe2HnLVUaYXs2F8YS	hollywood	https://i.scdn.co/image/0a16c89b313ada7f8d935ebddebdf610377d4ae5	68	195481
Alkaline Trio	1aEYCT7t18aM3VvM6y8oVR	chicago punk	https://i.scdn.co/image/8efa297dbce44eda24a905308e0f6efb79fd7f32	62	195466
Feridun Düzağaç	7MZj0XxqxlCZPj6JsMQq0Z	anadolu rock	https://i.scdn.co/image/9721e94d91cb20133ddb4a86dada662c17186b94	52	195187
Francisca Valenzuela	2piHiUbXwUNNIvYyIOIUKt	chilean indie	https://i.scdn.co/image/f789f2af6ac445ba7951334c4810c0507bcf1adc	58	194974
Sakanaction	0hCWVMGGQnRVfDgmhwLIxq	j-dance	https://i.scdn.co/image/16935439378709736226e13d45365d2e6ec4daa2	58	194525
Overkill	0NmYchKQ8JIR9QHYJA0FRe	crossover thrash	https://i.scdn.co/image/cb3d3f098c6882bcc32925ccdd16b56e314e94f5	48	194273
Sam Tsui	7lPWuLostTtlIShgm4wpf0	post-teen pop	https://i.scdn.co/image/bbf6f507a1c73c54e73b841acc7f3f53f1dc16ea	60	194216
Broken Social Scene	7lOJ7WXyopaxri0dbOiZkd	alternative dance	https://i.scdn.co/image/eea784ee0de4499d9da67751a50dc3516ef2b44e	57	194120
Trampled by Turtles	3GjVVVcFmUgEJEAAsbGkf4	bluegrass	https://i.scdn.co/image/c67b58aea8196b0938a1f712d45cb601f344b620	60	194077
Alexander Acha	3JkgQ8Jjwt2mkeOsg5yhqh	latin	https://i.scdn.co/image/8daf59f5a89940b2d274ff6f9ea768ee74bf6b1e	57	193600
Chenoa	0i3ypO6G38iZmANDHWZxlY	latin pop	https://i.scdn.co/image/7e75d36889b1007fd63787d80d7a70172a548aa9	46	193484
Kurt Cobain	6pAuTi6FXi6qFQJ1dzMXQs	grunge	https://i.scdn.co/image/5181846227f1c7d57d56e957b705e6a042d16ee1	47	193366
Mandisa	0YPElKYjOD1sofFCtLdYj3	ccm	https://i.scdn.co/image/bc2b5f4a4647574b3fe9045c20571ba1f7d7e30b	59	193214
B O B B Y	7ieMQQDR0bdBPz572mtxwS	k-pop	https://i.scdn.co/image/7452caa2d7fecebe8b1333080df07608fdeec55d	59	193120
Selda Bağcan	2NGRETzxjeN4b9o3OGY6Yn	anadolu rock	https://i.scdn.co/image/29ae8e2d37238bdb241010b4968041f7a3667096	55	192802
Dave Brubeck	3kUKwTJdH8FuWzF8p6Dg9E	american modern classical	https://i.scdn.co/image/a6a0e86fd68166c7cd4425bc0eadab5131f4fbd1	57	192410
Jacky Cheung	1Hu58yHg2CXNfDhlPd7Tdd	c-pop	https://i.scdn.co/image/c90c352bbcffbc57c7930ca9653128b8b0760244	61	192329
Armando Manzanero	5lODCkFdEtpPn3YxfmyLfT	bolero	https://i.scdn.co/image/782d4e8fccf1262e2f0b15f4b412338a2daa8088	59	191998
gugudan	0h7XZWgoxlY49uSUj7MVRY	k-pop	https://i.scdn.co/image/bf70b86ad9b9de154323186e44f8e9768277b7b7	55	191719
Fugazi	62sC6lUEWRjbFqXpMmOk4G	alternative rock	https://i.scdn.co/image/0234b34b265a6ec22de6b4ebb52abc4d6c9d7371	55	191553
Efek Rumah Kaca	3uSvD31crYEsBLuiAFD02b	indonesian indie	https://i.scdn.co/image/800cb48893a428f186ea7a3c428538dc95d197df	56	191538
C H U N G H A	2PSJ6YriU7JsFucxACpU7Y	k-pop	https://i.scdn.co/image/985c08fc72a146da92a445be2a1096a11e1e8b08	61	191532
Kamelot	7gTbq5nTZGQIUgjEGXQpOS	gothic metal	https://i.scdn.co/image/f993aa40319bc43d45f872d0e8b9cad9047e9ecc	57	190478
Gogol Bordello	2SVw939fwuqSobLjF8u78b	gypsy punk	https://i.scdn.co/image/7849a19469393d8c1b8f49bdbc1312712c2ef131	50	190171
K O N G O S	58R5LHkK3vkmEyGUPOR5kS	modern alternative rock	https://i.scdn.co/image/26d8f974e97e3711e2eea170199ede454f802ed7	60	190026
Youngbloodz	2OqENqJFXPORP4BUGnu2Qq	crunk	https://i.scdn.co/image/7011c084cb5efa26a8b46545d506d585c0e7f744	60	189934
Kamasi Washington	6HQYnRM4OzToCYPpVBInuU	contemporary jazz	https://i.scdn.co/image/ee83007e1899a2f9da5fa6d0394831aaef441928	56	189474
Marc E. Bassy	3tQx1LPXbsYjE9VwN1Peaa	dance pop	https://i.scdn.co/image/040a4a6b8ae9e7992c49656705a5451371a04572	73	189351
Getter	3QryVD03gGZOLQQXjy3EoA	brostep	https://i.scdn.co/image/a9654be6ace2f9f8a947180fb492e2f89d79dc45	64	189149
K A R A	7aZ221EQfonNG2lO9Hh192	dance pop	https://i.scdn.co/image/9faa168be7a5543c0522f6c7e7ba551744015421	49	189149
Anıl Piyancı	2u4xMsh0M2B7R8Wb3pEWae	turkish hip hop	https://i.scdn.co/image/48788a727432d280a2a9ed23f87effa37c905ab4	65	189121
Bear's Den	0nJaMZM8paoA5HEUTUXPqi	chamber pop	https://i.scdn.co/image/87f80d10ee08702923654c6d02dda95a7d71a029	60	189107
Gabbie Hanna	4WmAQDrrYtyygkRlm6VTtB	teen pop	https://i.scdn.co/image/3edd5deab1f72ecaa69708758d4bba5cff279b02	60	188792
Burial	0uCCBpmg6MrPb1KY2msceF	bass music	https://i.scdn.co/image/e8e7ac38910768ed522981fbbfcc46baba7b0c12	52	188407
Albert King	5aygfDCEaX5KTZOxSCpT9o	blues	https://i.scdn.co/image/bfb61e8da152782920e42784c2a72eed8620afc1	52	187805
Angra	7IAXZaLTb6nkJr8RmVPn5y	brazilian metal	https://i.scdn.co/image/8a4db555cb1c768304fd6bf1a0a8795a3c84d540	55	187129
Hanson	0SdiiPkr02EUdekHZJkt58	boy band	https://i.scdn.co/image/6e98933e4ff17a99d6d2d1f3685ef9d2cd39c676	64	186237
Fats Domino	09C0xjtosNAIXP36wTnWxd	adult standards	https://i.scdn.co/image/795ae538a48341d36523c1644b0da31a542db7e5	58	186172
Rival Sons	356c8AN5YWKvz86B4Sb1yf	alternative roots rock	https://i.scdn.co/image/c1fdce28dc9169a2cb6e69957af0efd0fd56cfcf	60	186043
Rhapsody Of Fire	2GnCQNJbs4xqFulqAdAg2U	italian metal	https://i.scdn.co/image/645d6e984a262bd30778ea676cd90f0e07c2db82	48	185392
Allie X	0wnYgCeP013HkKoOyC5V32	dance pop	https://i.scdn.co/image/3588e4357bf0a529786c511fa5b8fd3cb7ff2b6d	64	185237
Ministry	1DXylZlWbVvlckNqwvjTEt	alternative metal	https://i.scdn.co/image/684e2d8ec49781a7273edc47998eaa912ef4514f	53	184668
St. Paul & The Broken Bones	4fXkvh05wFhuH77MfD4m9o	funk	https://i.scdn.co/image/a9c8407f9a30ace5949c3706eef54b271fffffb3	61	183956
Korpiklaani	521Yl3LUvD7G9dMRO4fpCy	folk metal	https://i.scdn.co/image/0cbecbce74cf7d6e282b71b4f310c695081a42e7	57	183561
Lake Street Dive	3nuc29fYGlQbIrwh4yrNWd	boston rock	https://i.scdn.co/image/44e01c91e7fea83c93e03585b139e1ae6df6cda0	64	183024
Gilda	6Q6qTNC2rAegcR5QjzcRgE	argentine rock	https://i.scdn.co/image/d984fb532fe28bededdf3a6ce9c2d7a2039dabd3	58	181876
The Guess Who	0cQuYRSzlItquYxsQKDvVc	album rock	https://i.scdn.co/image/0d0405bb99aa67eaf3da8cbff8810e284aac9b75	61	180668
Sidewalk Prophets	2SMYoM2Kbcj6rI6U3FRc4U	anthem worship	https://i.scdn.co/image/493fe57c642f300436085aa7ed05c6f4e0ba1f48	56	179813
Model	23xJQJM7peht77DF6YNEoq	turkish rock	https://i.scdn.co/image/ec4c77a57d0096a9d6ce8b9162cd61bd458b52d1	56	179555
Alec Benjamin	5IH6FPUwQTxPSXurCrcIov	dance pop	https://i.scdn.co/image/d239633b152a3b0cf4e0b3e07a7befbbc9df82d4	75	179509
James Horner	3PhL2Vdao2v8SS8AptuhAr	scorecore	https://i.scdn.co/image/cf3b34dae12d2d8147b8c2b39387047778d587e3	69	178335
Hyolyn	78sJswwVn4P8aEhkF4K6fQ	k-pop	https://i.scdn.co/image/f22371d28b0da39bae2b96fa9704d1b400d3504c	60	177808
Danny Elfman	5qBZETtyzfYnXOobDXbmcD	hollywood	https://i.scdn.co/image/51745ce1da01c4b3e3f53218be4598a87ca1d962	67	177722
Alex Goot	66Fb5gJ9SX2WGlqDLUpjux	channel pop	https://i.scdn.co/image/7fa8adc74d778b2b21a48d53187db93672c047e2	57	177567
Blackmill	4kjWnaLfIRcLJ1Dy4Wr6tY	catstep	https://i.scdn.co/image/c887e7f2cab3a493e911723a041258eb1093dc11	55	177490
Wyclef Jean	7aBzpmFXB4WWpPl2F7RjBe	pop rap	https://i.scdn.co/image/ba6e9bbf813f0a877ff31c397ffeda1366522517	73	177261
Ten Years After	7nkLRaWHImCvWGHdNGnhVE	album rock	https://i.scdn.co/image/2c825769bc2470bf5aaf04a5991db4612298c5dd	54	177016
Say Anything	3ImqpXKKgkH5VydfgX1hd4	dreamo	https://i.scdn.co/image/ea60f10373d7d5881645a391b4ac86a42522488f	56	175212
Nothing More	39VNwvlQTqE9SvgPjjnMpc	alternative metal	https://i.scdn.co/image/1ffb913e493274b5c945167a66653ed4b0015df3	62	175156
Bahamas	4C50EbCS11M0VbGyH3OfLt	canadian indie	https://i.scdn.co/image/cd311feeaa04b84a1437dc2cf0bcbc18d3405691	66	175134
Friendly Fires	3mZqziCJj4pq3P2VBpmK6p	alternative dance	https://i.scdn.co/image/b75166e163ef0bf112e0e4a6b5845cfa3f6adf02	55	175068
Blind Pilot	6qiGjRyN7TJ1GA2nXF68Hi	acoustic pop	https://i.scdn.co/image/01a5a3d205cf4fc556b16660ce0355e9a1e29fde	62	174293
Miku Hatsune	6pNgnvzBa6Bthsv8SrZJYl	vocaloid	https://i.scdn.co/image/f89c3eede42811bb0b67cf5b18b33515de62cb7d	53	174264
Maurice Ravel	17hR0sYHpx7VYTMRfFUOmY	classical	https://i.scdn.co/image/0d8f2b3e9ab748e7767fd31ff9386e06e5834e2b	63	173961
Filter	01WjpKiWVNurV5hjIadB8C	alternative metal	https://i.scdn.co/image/76cd594ee16164d4125b0e20ff10436b05e02abd	55	173912
Edvard Grieg	5ihY290YPGc3aY2xTyx7Gy	classical	https://i.scdn.co/image/a5dc4df4f87b534afc7b21116bc7680492210656	62	173380
The Baseballs	3Ek1EdkcbRFvSDJj9j5JXQ	0	https://i.scdn.co/image/b90cc9137c4d0c08ac1ca803a7a1b32484884028	53	172989
Negrita	0Tuudqq2NACRXkvTQGazY2	classic italian pop	https://i.scdn.co/image/cfbf0abbc2f2a6452d35f1017bb4ecce1d387f67	55	172828
Sandro	5srsgtoePlsp0eQIXmta1O	argentine rock	https://i.scdn.co/image/67339e0db7e0280d5bf797551293e47e95fbc2cb	53	172764
Ben Rector	4AapPt7H6bGH4i7chTulpI	acoustic pop	https://i.scdn.co/image/a77058fc425f201f21ae34ecf98c14ab502da2d7	66	172162
Ill Niño	1xJ6l1VXgGuyZ0uhu27caF	alternative metal	https://i.scdn.co/image/c7103d838e57684ae6042e418aff1506933ba0d3	51	171738
Idina Menzel	73Np75Wv2tju61Eo9Zw4IR	christmas	https://i.scdn.co/image/c6ffc85056737fd282c116f30e4757e4f1e2580b	72	170760
L.E.J	7kKKMBmEtyQcPb9idicNr7	0	https://i.scdn.co/image/cbbea7af5bc544483fb4b060434224188dc01549	54	170746
Gece Yolcuları	21ppfKgGToa81HQE0kET5P	turkish pop	https://i.scdn.co/image/d87034bd1a3f605540441d09f010b44f52b32e4a	49	170113
Eric Saade	4zGH6gaO4NohcfCXZ31bQG	europop	https://i.scdn.co/image/3191c3f578336cfde99c0baca5654c174cd70080	51	170067
Bobby Darin	0EodhzA6yW1bIdD5B4tcmJ	adult standards	https://i.scdn.co/image/ae8a8b9d9b6a35f00b87fdae31f46db6a13fcd0e	62	169993
Ayumi Hamasaki	3Mvc8kRgr8LRYYgvFmlZqn	anime	https://i.scdn.co/image/1c48e971b9b79677a324b06ec6f87c8768629dc8	56	169779
Sixpence None The Richer	0lJlKQvuM2Sd9DPPyUXcHg	folk-pop	https://i.scdn.co/image/6d990bbd67f3a35bf86d76cec0cabc7afec1e5ce	67	169705
Yngwie Malmsteen	5DpSoH5zCXNRqYai7pmcGG	album rock	https://i.scdn.co/image/605cbd8c74d5c78f068701f04ab5dea656e88887	52	169670
Kery James	5ydAcIK2KdpBIbL0yGFJle	francoton	https://i.scdn.co/image/f229f40b402882c2425b98556101a72c57e4bc88	59	169663
Suzanne Vega	3X0tJzVYoWlfjLYI0Ridsw	folk	https://i.scdn.co/image/92f4e3402762a43a6df812acf19a987081fd262c	57	169518
Erkin Koray	4o3Nv2BAyoZkyGaRXv4rT3	anadolu rock	https://i.scdn.co/image/b13ddeba688396dcf1b8aeb558624746be420094	53	169473
M. Pokora	6euPnGzBlDysAC5ecVguNZ	francoton	https://i.scdn.co/image/184e7948653a62755c6753add363452ca2310587	49	169125
Eva Cassidy	6fNmOWQzfOVyHLQ2UqUQew	folk	https://i.scdn.co/image/a85d375a92fb2bd2366bf384c9c98d364c768438	61	168976
Kelela	1U0sIzpRtDkvu1hXXzxh60	art pop	https://i.scdn.co/image/9b8c4b3ac02f44c70c7bc728cb85eb755ea32530	59	168815
Boy George	2BWfZGPtsjRlRp7JTDqI45	dance rock	https://i.scdn.co/image/6aaa9c3f2fd19247aaf26a02b56bf984fa3c7220	49	168073
Pappo	1db5TWniHR7iqwXer7AiQ2	argentine heavy metal	https://i.scdn.co/image/fd2818544493ec8558efc646df529de458371646	54	167789
Brennan Heart	5QySqc6yAFDx9m7fedFZmC	edm	https://i.scdn.co/image/154466007a17c391d9471ebfc8ca378c30ad0350	65	167592
Lara Fabian	7ocwZINHqO9DZJgFtc1B20	french pop	https://i.scdn.co/image/aad05d187d689ed57e190c796e152d171a695366	56	167493
Peggy Lee	602DnpaSXJB4b9DZrvxbDc	adult standards	https://i.scdn.co/image/5b38c22505cf3fc6e30fd1a4402d8dc776f1eb18	62	167279
Serú Girán	6CrQKZeuSKNYgrE7PeYqJ1	argentine indie	https://i.scdn.co/image/4bc1a70a2ecf2b2b519049f672772b47782d3a5a	56	166822
G Z A	6ns6XAOsw4B0nDUIovAOUO	alternative hip hop	https://i.scdn.co/image/99b354cef6f088bc6d5400fffee5095b2a038cfe	65	166778
Jamie Grace	2E5E5eAP6yDhZ7EHc0Evr7	ccm	https://i.scdn.co/image/d49155d2208b8c6df9a1c22523a87c6a41641a80	50	166432
Pastora Soler	6nh96lsvDLuCVpgpfjeYnM	latin arena pop	https://i.scdn.co/image/b56b0e5343c9ac37f0f9f3688ac9df7d310aa304	53	165178
Peter Hollens	7EIbKyiLnEJ1Y074UIUyZJ	a cappella	https://i.scdn.co/image/1150957920123083a7ab47a5ad26818659db19fc	61	164605
Iced Earth	3KEixcRfBS5K3E91Vn1Kdy	groove metal	https://i.scdn.co/image/a1fa09dcb7f14ee7bad400ad8c0772f1a2ec4468	53	164578
Johann Strauss I I	5goS0v24Fc1ydjCKQRwtjM	classical	https://i.scdn.co/image/7c66e77f061dcfe1da26d682f228d0e957035e8d	56	164227
Nelson Velasquez	0B9fAbZMZTBXUyffDU2Mxj	0	https://i.scdn.co/image/ea0045b7c247a30cf61a157c60bbc6676062c070	45	163720
Kraantje Pappie	5yDkaiPTFbHGWCMXAEBt5Q	dutch hip hop	https://i.scdn.co/image/df5a26ea4e9a73f7dea90120a3be29c2fc8fbf2f	69	163201
Låpsley	27ze6hCgfr3HcDZAHY60pg	electropop	https://i.scdn.co/image/785a2fe3fbf45c8b48313435fbac5f53872bace7	57	163137
Amy Lee	0fGVuq5ed21pM7iWwTcMyk	0	https://i.scdn.co/image/9187bd3351b90295feb8ec473ca63f107c3e2779	55	163017
Bad Brains	1oVj9JmPUPg4SQ2uerV2xc	alternative rock	https://i.scdn.co/image/fe0175ab2826e42d9ff9d578c633b01b8692121d	52	162595
Glenn Frey	3vMWY1bUrmYoSoEWLiQWOZ	album rock	https://i.scdn.co/image/12bf749650a37e56df392f3eee23c8e1b2058eb5	54	162580
Everything Everything	1HOeqtP7tHkKNJNLzQ2tnr	alternative dance	https://i.scdn.co/image/714c6fcc837d2326ee812a405bf68a1880c27ebf	56	162057
The Breeders	1xgFexIwrf2QjbU0buCNnp	alternative pop	https://i.scdn.co/image/17fdb7c9e858e3924a95489722f92f96cfe41377	57	161662
Buzzcocks	2DxlS3lTLFIq70S7ap5H3y	alternative rock	https://i.scdn.co/image/31fbd93f8c347c27846a53b7335422c88b2071eb	54	161377
Steven Wilson	4X42BfuhWCAZ2swiVze9O0	art rock	https://i.scdn.co/image/ffbc61c0554c8f6243c9db42ec4091d9c2bf51d8	56	161298
Crazy Town	4iSKnRZAxkmqNok6tv10Se	alternative metal	https://i.scdn.co/image/24f287d292b39d2679710829de29857924ba3b95	60	160877
James Newton Howard	2M4eNCvV3CJUswavkhAQg2	scorecore	https://i.scdn.co/image/998e3bfa6efb8832802670a015b03b1e334dc311	68	160823
J V G	55mdlQp6zN8zdyIYB9DDQj	finnish dance pop	https://i.scdn.co/image/cd0ca5fc755c18dd6476184d4e6471eb8895dc6a	61	160744
The Mountain Goats	3hyGGjxu73JuzBa757H6R5	alternative rock	https://i.scdn.co/image/7cdea901a4f4f3875c93aa4d40a6305dda15a3f2	58	160654
Jessica	1htfe3DR9bbdOq0NeCIE2W	k-pop	https://i.scdn.co/image/b1e6ed4d99f5944ae4bd2228ea0b2afd5a41f611	44	160608
Crowder	39xmI59WrIMyyJjSDq6WCu	anthem worship	https://i.scdn.co/image/15eb799b56e88002a13836cbe21f4687f15b81e6	63	160065
Cold	0Gw3a3BkWLwsMLFbOBmo6Q	alternative metal	https://i.scdn.co/image/03a0a94feb4333090f4646a619125d77437df009	54	159786
Deniz Tekin	4TdvNk4wmn5DgBFiLDeCj0	turkish rock	https://i.scdn.co/image/d007d1c7346596dd3a86810fc5a221a89d31f694	55	159632
Poppy	5mlbvTfWUOfDrUIK6dkNzv	dance pop	https://i.scdn.co/image/aded3157315975e2306c54d53758c7f4edfdd763	61	159558
Al Jarreau	3YR92OLKlvkK5oKNekSqXe	adult standards	https://i.scdn.co/image/ded65a0f20d78c52655b56688dccd4f5f7b2d331	55	159015
Guus Meeuwis	72qVrKXRp9GeFQOesj0Pmv	dutch pop	https://i.scdn.co/image/e08561c656793cfe87b3e5875efb11035df39fbf	60	158728
Alison Krauss	5J6L7N6B4nI1M5cwa29mQG	bluegrass	https://i.scdn.co/image/2618a229f4b8eab9ed5cea937f82fb21f6efff4c	62	158236
Klaxons	2qlAMLpUyBjZgnzuFXXZXI	alternative dance	https://i.scdn.co/image/458c9fdfe4b0b4c3f96179ca972e01c2fe98d722	58	157832
Eve 6	4Eqd24yS5YcxI8b6Xfuwr8	alternative metal	https://i.scdn.co/image/a5ee3aead6e29dc2d513c68803db5a9cd57c59ab	57	157826
Dub Vision	3XINWZaloea97SIRiyTJxX	big room	https://i.scdn.co/image/90a81a6b92a7990191474fc7b15e29e05d90ca0e	66	157655
Leroy Sanchez	1qwVM2JnEMXbKgvZESGsRn	channel pop	https://i.scdn.co/image/657073eb2c616e6eeead4bbb233b7e25f8209e53	59	157564
S F B	50mdotNCJ2PcoZiAgsh8dY	dutch hip hop	https://i.scdn.co/image/76d70c058507622a647b3c81df65c5101083264d	64	157456
Lobão	3LWCuB9QxDmpLhhGwqU04N	brazilian punk	https://i.scdn.co/image/309e8e7f6b6c6df99cfd819702a898654ec96e92	49	157241
Alexandre Desplat	71jzN72g8qWMCMkWC5p1Z0	french soundtrack	https://i.scdn.co/image/55e59036a536f4c8992e600f50369c39337bbf50	69	157093
Shlohmo	6y80I9YZi4DOpbaSUlL725	bass music	https://i.scdn.co/image/f0839d9d1df6a568a8999c73bc35d4a250c6474f	62	156867
Igor Stravinsky	7ie36YytMoKtPiL7tUvmoE	classical	https://i.scdn.co/image/49da328b0629313b2c452bf35d8c50d013274f5b	55	156819
Trans-Siberian Orchestra	5OSQDUNmll299ldFIF1Dau	adult standards	https://i.scdn.co/image/7f452855aad4b29be804a1615f61f0bf74f020b4	62	156670
Sweet California	0D48D7HFC7NtWKftvsDIXq	latin viral pop	https://i.scdn.co/image/a675d85915d6219ef9948f090295760109a26cb5	53	156563
Shawty Lo	5mNB8ykTlENptzmsxXRtdS	deep trap	https://i.scdn.co/image/e8999aa6e9f80eb1011424233a2b83a041eb5ce4	43	156503
Andy Williams	4sj6D0zlMOl25nprDJBiU9	adult standards	https://i.scdn.co/image/adaf31e0b157fae9590728049ce3df5b40b37650	72	156481
Zeki Müren	0ZZDIo31D35xGrXYTodWrL	turkish folk	https://i.scdn.co/image/c4d723ee4ca91fb5ca5fd779367d97160bfec919	55	156281
Zaho	0vN920jukdAbErvjo2OJ2o	francoton	https://i.scdn.co/image/4cae90306651af8536b851a60c0a9ba999a9544d	53	156262
Skunk Anansie	5HlXA01kcjssYDT7EoqUJF	0	https://i.scdn.co/image/f6e42da953ad91da009ef04cf3b9c730a69d5b54	57	156210
Haley Reinhart	5cKlE8f6b26h61Ml7m052Q	0	https://i.scdn.co/image/721eaa3e1985b52a573f45a973bc3c5cd7e3b06a	66	155073
Yazoo	1G1mX30GpUJqOr1QU2eBSs	dance rock	https://i.scdn.co/image/8cd749e118f99027e684b059bdaa3f1ca830721c	58	154887
Anastacia	2siHvYaxjaW5rKVRiIrMYH	australian pop	https://i.scdn.co/image/d1348ab9d201a5bde1b6471d5fd3ed52f252b855	60	154562
Debbie Gibson	18jZvCsW1PJ4FDQ5gEXuKp	new wave pop	https://i.scdn.co/image/dacdd2f3e22b15cda198912b8f81102cd2ca09da	57	154440
Emmure	1C62FV9Cltn9L4c9jAwCyk	death core	https://i.scdn.co/image/e8bf6f2f1dd5c3a55d28d19b1776b71752d8c88a	54	153035
Emmylou Harris	5s6TJEuHTr9GR894wc6VfP	alternative country	https://i.scdn.co/image/41d9dddfce358cc92f8c1285ba1174c05e68af5b	61	153032
Better Than Ezra	4UuoJfJ9UybJft7a8E6UHX	alternative rock	https://i.scdn.co/image/9b848eb650386e054be7c6b0da252b2d65bd6281	54	152734
Violeta Parra	4ejp2yEDQIIJIy0iFpoI5B	andean	https://i.scdn.co/image/ddc2438c72139610ed5daad82704e0d96c9b96cd	51	152628
They Might Be Giants	6zB02lwP6L6ZH32nggQiJT	alternative rock	https://i.scdn.co/image/0834f01c0ec906ea1fa295e9b5f8515c128d17e5	58	152311
Silva	50sftj2oW2iBviA6RkTzsz	baile pop	https://i.scdn.co/image/58178c8a2859c516db2c91caca1f9800a56e6426	66	150736
La Pegatina	4xvB67czbtvemGVXGa81oK	rumba catalana	https://i.scdn.co/image/81d7dc0a49daecb7c4d4840f3bf45e2c343d75db	58	150401
The Mowgli's	6AGUQK1EWK6nvN4pLIDQDQ	indie pop	https://i.scdn.co/image/68850d0a11e9e9a15aa067d1d9d4fd37e83690d4	59	150218
King Crimson	7M1FPw29m5FbicYzS2xdpi	album rock	https://i.scdn.co/image/c14cbe3fef4761c7642442540d14d9bdc3ca54cf	52	150036
George Clinton	2GVBp7QyHckoOg7rYkLvrA	funk	https://i.scdn.co/image/2a3706fcfe486df7dc54b484c8a92d45f0e84997	53	149965
Virtual Riot	4FXGRMSHh2JjHxVwS8dhH1	brostep	https://i.scdn.co/image/19404250b76aa398b4ff81a3117836adb063f311	59	149882
The Dandy Warhols	7siPLyFwRFYQkKgWKJ5Sod	alternative rock	https://i.scdn.co/image/69dc293ff13738d45e2c2f87ce14abe29ca1a462	58	149588
Gold Panda	6xS3zemJD9h94iueQvGqVk	bass music	https://i.scdn.co/image/89c7ebcde1187373449446ae4b51e5f188814f63	49	149469
Gary Numan	5KQMtyPE8DCQNUzoNqlEsE	art rock	https://i.scdn.co/image/61f7e840cb001a2c4643ff44b0ebd57afff597fa	56	149268
Chris Isaak	7290H8m1Dwt8G7jm1y9CQx	mellow gold	https://i.scdn.co/image/77557bd787b931e19c19243d495c377cf73b2224	63	149092
The Ghost Inside	6kQB2RN7WwryMdJ1MoQh1E	death core	https://i.scdn.co/image/68b2a0c58963a3c2aafb7a1ef91b27835d6bcf19	53	148808
Aero Chord	6lO3fSdhsdpeOcrbqAJsRU	bass trap	https://i.scdn.co/image/88c6b2f261c4cb83b98651a5ff65744043ca248a	60	148754
Loyle Carner	4oDjh8wNW5vDHyFRrDYC4k	indie r&b	https://i.scdn.co/image/5799514d588a0c4c846ad5a1ba6b06460299cbe7	65	148726
Mick Jagger	3d2pb1dHTm8b61zAGVUVvO	0	https://i.scdn.co/image/a0f8d4fe64430bff048527667dbb88e37f022bc2	52	147582
Dawes	0CDUUM6KNRvgBFYIbWxJwV	alternative country	https://i.scdn.co/image/3c9bb88e702c5a2aa41d558131271c2c6c802e25	61	147560
Blonde Redhead	5isqImG0rLfAgBJSPMEVXF	brooklyn indie	https://i.scdn.co/image/734799fa38d217bc528aae518eba8e3ef23bd6d4	56	147423
Anathema	0ZXKT0FCsLWkSLCjoBJgBX	gothic metal	https://i.scdn.co/image/350538b94d7d1829d983eaf4ee4aeca2af071f2c	53	147402
Eddy de Pretto	7rFugkk9ZvVB1zXHg8h0rj	french indie pop	https://i.scdn.co/image/38cd78e8233ac4938c95aef5753db841fc60b033	65	147109
Buika	1gbXoccc8bjK8eUh92mILy	flamenco	https://i.scdn.co/image/3f32aeafdc0637d9e4a50a921a4efc3e63db3c0d	51	147105
Morbid Angel	35jmO5o3AhUV70kiR7u4Nw	black metal	https://i.scdn.co/image/97752ba29b2a6a881291f1ceaed1f4d3c46747ef	46	146932
Temples	4ogwGU9VPWrnVBs1GEwZVV	indietronica	https://i.scdn.co/image/4598cdc4d4fefcc98482e7e2849015022827451d	50	146418
Guy Sebastian	5PjekOABtfU2Kwo0AHVmci	australian pop	https://i.scdn.co/image/b3cd5a92d34a66a115e4eed0b0b3bcb062f96b12	63	146226
Vitalic	4M84umUNRbZy1mJleyyRM9	alternative dance	https://i.scdn.co/image/676c454bcb2b84d48060c895a668c17f94878760	54	145909
